Id	Grey	X	Y
row93	0.1568627450980392	93	1
row94	0.11372549019607843	94	1
row95	0.11372549019607843	95	1
row96	0.13333333333333333	96	1
row97	0.07450980392156863	97	1
row98	0.16862745098039217	98	1
row99	0.09019607843137255	99	1
row100	0.07450980392156863	100	1
row101	0.0784313725490196	101	1
row102	0.09411764705882353	102	1
row103	0.07450980392156863	103	1
row104	0.043137254901960784	104	1
row105	0.058823529411764705	105	1
row106	0.027450980392156862	106	1
row107	0.043137254901960784	107	1
row108	0.03529411764705882	108	1
row109	0.054901960784313725	109	1
row110	0.043137254901960784	110	1
row111	0.06274509803921569	111	1
row112	0.054901960784313725	112	1
row113	0.058823529411764705	113	1
row114	0.07058823529411765	114	1
row115	0.08627450980392157	115	1
row116	0.06274509803921569	116	1
row117	0.08235294117647059	117	1
row118	0.050980392156862744	118	1
row119	0.07058823529411765	119	1
row120	0.07058823529411765	120	1
row121	0.09019607843137255	121	1
row122	0.07058823529411765	122	1
row123	0.09803921568627451	123	1
row124	0.18823529411764706	124	1
row125	0.23137254901960785	125	1
row126	0.24313725490196078	126	1
row127	0.21568627450980393	127	1
row128	0.1607843137254902	128	1
row129	0.10980392156862745	129	1
row130	0.06666666666666667	130	1
row131	0.08235294117647059	131	1
row132	0.10588235294117647	132	1
row133	0.11372549019607843	133	1
row134	0.11764705882352941	134	1
row135	0.1568627450980392	135	1
row136	0.1803921568627451	136	1
row137	0.2235294117647059	137	1
row138	0.1843137254901961	138	1
row139	0.20392156862745098	139	1
row140	0.21176470588235294	140	1
row141	0.20392156862745098	141	1
row142	0.20392156862745098	142	1
row143	0.16862745098039217	143	1
row144	0.1450980392156863	144	1
row145	0.10588235294117647	145	1
row146	0.07058823529411765	146	1
row147	0.07450980392156863	147	1
row148	0.08235294117647059	148	1
row149	0.06666666666666667	149	1
row150	0.08235294117647059	150	1
row151	0.06666666666666667	151	1
row152	0.0784313725490196	152	1
row153	0.09019607843137255	153	1
row154	0.07450980392156863	154	1
row155	0.050980392156862744	155	1
row156	0.07450980392156863	156	1
row157	0.09411764705882353	157	1
row158	0.058823529411764705	158	1
row159	0.07450980392156863	159	1
row160	0.06274509803921569	160	1
row161	0.09019607843137255	161	1
row162	0.03137254901960784	162	1
row163	0.047058823529411764	163	1
row164	0.07058823529411765	164	1
row165	0.07450980392156863	165	1
row166	0.0784313725490196	166	1
row167	0.06666666666666667	167	1
row168	0.10980392156862745	168	1
row169	0.13333333333333333	169	1
row170	0.12941176470588237	170	1
row171	0.14901960784313725	171	1
row172	0.17254901960784313	172	1
row173	0.16862745098039217	173	1
row174	0.17254901960784313	174	1
row175	0.17647058823529413	175	1
row176	0.2	176	1
row177	0.18823529411764706	177	1
row178	0.19607843137254902	178	1
row179	0.20784313725490197	179	1
row180	0.2196078431372549	180	1
row181	0.2	181	1
row182	0.2	182	1
row183	0.2235294117647059	183	1
row184	0.2549019607843137	184	1
row185	0.3137254901960784	185	1
row186	0.32941176470588235	186	1
row187	0.37254901960784315	187	1
row188	0.44313725490196076	188	1
row189	0.45098039215686275	189	1
row190	0.45098039215686275	190	1
row191	0.4666666666666667	191	1
row192	0.5568627450980392	192	1
row193	0.6	193	1
row194	0.6274509803921569	194	1
row195	0.6196078431372549	195	1
row196	0.6235294117647059	196	1
row197	0.615686274509804	197	1
row198	0.611764705882353	198	1
row199	0.6	199	1
row200	0.7176470588235294	200	1
row201	0.9529411764705882	201	1
row202	0.9215686274509803	202	1
row203	0.8666666666666667	203	1
row204	0.8352941176470589	204	1
row205	0.8196078431372549	205	1
row206	0.8509803921568627	206	1
row207	0.9215686274509803	207	1
row208	0.9568627450980393	208	1
row209	0.9254901960784314	209	1
row210	0.8705882352941177	210	1
row211	0.8235294117647058	211	1
row212	0.807843137254902	212	1
row213	0.8	213	1
row214	0.8117647058823529	214	1
row215	0.8431372549019608	215	1
row216	0.8549019607843137	216	1
row217	0.8470588235294118	217	1
row218	0.8392156862745098	218	1
row219	0.8392156862745098	219	1
row220	0.8431372549019608	220	1
row221	0.8392156862745098	221	1
row222	0.7058823529411765	1	2
row223	0.7098039215686275	2	2
row224	0.7137254901960784	3	2
row225	0.7098039215686275	4	2
row226	0.7176470588235294	5	2
row227	0.7176470588235294	6	2
row228	0.7176470588235294	7	2
row229	0.7137254901960784	8	2
row230	0.7137254901960784	9	2
row231	0.7176470588235294	10	2
row232	0.7137254901960784	11	2
row233	0.7176470588235294	12	2
row234	0.7176470588235294	13	2
row235	0.7137254901960784	14	2
row236	0.7137254901960784	15	2
row237	0.7176470588235294	16	2
row238	0.7176470588235294	17	2
row239	0.7176470588235294	18	2
row240	0.7137254901960784	19	2
row241	0.7137254901960784	20	2
row242	0.7215686274509804	21	2
row243	0.7254901960784313	22	2
row244	0.7215686274509804	23	2
row245	0.7176470588235294	24	2
row246	0.7176470588235294	25	2
row247	0.7215686274509804	26	2
row248	0.7215686274509804	27	2
row249	0.7215686274509804	28	2
row250	0.7254901960784313	29	2
row251	0.7254901960784313	30	2
row252	0.7254901960784313	31	2
row253	0.7254901960784313	32	2
row254	0.7294117647058823	33	2
row255	0.7254901960784313	34	2
row256	0.7294117647058823	35	2
row257	0.7333333333333333	36	2
row258	0.7333333333333333	37	2
row259	0.7333333333333333	38	2
row260	0.7254901960784313	39	2
row261	0.7294117647058823	40	2
row262	0.7176470588235294	41	2
row263	0.6941176470588235	42	2
row264	0.6705882352941176	43	2
row265	0.6666666666666666	44	2
row266	0.6705882352941176	45	2
row267	0.6627450980392157	46	2
row268	0.6627450980392157	47	2
row269	0.6431372549019608	48	2
row270	0.6235294117647059	49	2
row271	0.6274509803921569	50	2
row272	0.6352941176470588	51	2
row273	0.6352941176470588	52	2
row274	0.6392156862745098	53	2
row275	0.6352941176470588	54	2
row276	0.6274509803921569	55	2
row277	0.6431372549019608	56	2
row278	0.6470588235294118	57	2
row279	0.6352941176470588	58	2
row280	0.6470588235294118	59	2
row281	0.6549019607843137	60	2
row282	0.6235294117647059	61	2
row283	0.5725490196078431	62	2
row284	0.4588235294117647	63	2
row285	0.30196078431372547	64	2
row286	0.20784313725490197	65	2
row287	0.20392156862745098	66	2
row288	0.2235294117647059	67	2
row289	0.22745098039215686	68	2
row290	0.22745098039215686	69	2
row291	0.2196078431372549	70	2
row292	0.2	71	2
row293	0.17647058823529413	72	2
row294	0.15294117647058825	73	2
row295	0.1607843137254902	74	2
row296	0.19215686274509805	75	2
row297	0.21568627450980393	76	2
row298	0.2235294117647059	77	2
row299	0.22745098039215686	78	2
row300	0.1607843137254902	79	2
row301	0.1411764705882353	80	2
row302	0.12941176470588237	81	2
row303	0.1411764705882353	82	2
row304	0.1450980392156863	83	2
row305	0.1411764705882353	84	2
row306	0.12941176470588237	85	2
row307	0.10196078431372549	86	2
row308	0.12549019607843137	87	2
row309	0.13725490196078433	88	2
row310	0.13725490196078433	89	2
row311	0.1411764705882353	90	2
row312	0.10588235294117647	91	2
row313	0.12549019607843137	92	2
row314	0.10588235294117647	93	2
row315	0.10588235294117647	94	2
row316	0.11372549019607843	95	2
row317	0.09803921568627451	96	2
row318	0.08235294117647059	97	2
row319	0.13725490196078433	98	2
row320	0.07058823529411765	99	2
row321	0.06274509803921569	100	2
row322	0.08627450980392157	101	2
row323	0.06274509803921569	102	2
row324	0.07058823529411765	103	2
row325	0.0784313725490196	104	2
row326	0.08627450980392157	105	2
row327	0.047058823529411764	106	2
row328	0.050980392156862744	107	2
row329	0.06274509803921569	108	2
row330	0.054901960784313725	109	2
row331	0.07058823529411765	110	2
row332	0.08235294117647059	111	2
row333	0.0196078431372549	112	2
row334	0.03529411764705882	113	2
row335	0.054901960784313725	114	2
row336	0.023529411764705882	115	2
row337	0.043137254901960784	116	2
row338	0.0196078431372549	117	2
row339	0.058823529411764705	118	2
row340	0.054901960784313725	119	2
row341	0.08235294117647059	120	2
row342	0.08235294117647059	121	2
row343	0.06666666666666667	122	2
row344	0.09803921568627451	123	2
row345	0.1607843137254902	124	2
row346	0.2235294117647059	125	2
row347	0.30980392156862746	126	2
row348	0.21176470588235294	127	2
row349	0.1843137254901961	128	2
row350	0.09019607843137255	129	2
row351	0.07450980392156863	130	2
row352	0.09411764705882353	131	2
row353	0.0784313725490196	132	2
row354	0.09019607843137255	133	2
row355	0.12941176470588237	134	2
row356	0.1607843137254902	135	2
row357	0.21176470588235294	136	2
row358	0.21568627450980393	137	2
row359	0.22745098039215686	138	2
row360	0.21568627450980393	139	2
row361	0.23529411764705882	140	2
row362	0.22745098039215686	141	2
row363	0.20392156862745098	142	2
row364	0.16862745098039217	143	2
row365	0.1411764705882353	144	2
row366	0.10588235294117647	145	2
row367	0.0784313725490196	146	2
row368	0.09803921568627451	147	2
row369	0.10196078431372549	148	2
row370	0.08627450980392157	149	2
row371	0.06274509803921569	150	2
row372	0.0784313725490196	151	2
row373	0.09019607843137255	152	2
row374	0.07450980392156863	153	2
row375	0.07450980392156863	154	2
row376	0.058823529411764705	155	2
row377	0.08235294117647059	156	2
row378	0.06274509803921569	157	2
row379	0.054901960784313725	158	2
row380	0.06666666666666667	159	2
row381	0.050980392156862744	160	2
row382	0.08627450980392157	161	2
row383	0.054901960784313725	162	2
row384	0.07058823529411765	163	2
row385	0.058823529411764705	164	2
row386	0.0392156862745098	165	2
row387	0.09803921568627451	166	2
row388	0.11764705882352941	167	2
row389	0.12549019607843137	168	2
row390	0.10980392156862745	169	2
row391	0.13333333333333333	170	2
row392	0.1607843137254902	171	2
row393	0.15294117647058825	172	2
row394	0.16470588235294117	173	2
row395	0.1803921568627451	174	2
row396	0.17254901960784313	175	2
row397	0.20392156862745098	176	2
row398	0.20392156862745098	177	2
row399	0.20784313725490197	178	2
row400	0.2235294117647059	179	2
row401	0.2196078431372549	180	2
row402	0.24705882352941178	181	2
row403	0.20392156862745098	182	2
row404	0.21568627450980393	183	2
row405	0.21568627450980393	184	2
row406	0.29411764705882354	185	2
row407	0.3568627450980392	186	2
row408	0.34509803921568627	187	2
row409	0.41568627450980394	188	2
row410	0.44313725490196076	189	2
row411	0.4588235294117647	190	2
row412	0.44313725490196076	191	2
row413	0.4392156862745098	192	2
row414	0.4745098039215686	193	2
row415	0.5490196078431373	194	2
row416	0.6078431372549019	195	2
row417	0.6235294117647059	196	2
row418	0.6196078431372549	197	2
row419	0.6078431372549019	198	2
row420	0.611764705882353	199	2
row421	0.8823529411764706	200	2
row422	0.9176470588235294	201	2
row423	0.8549019607843137	202	2
row424	0.8156862745098039	203	2
row425	0.8156862745098039	204	2
row426	0.8823529411764706	205	2
row427	0.9411764705882353	206	2
row428	0.9411764705882353	207	2
row429	0.8901960784313725	208	2
row430	0.8470588235294118	209	2
row431	0.803921568627451	210	2
row432	0.803921568627451	211	2
row433	0.8117647058823529	212	2
row434	0.8274509803921568	213	2
row435	0.8627450980392157	214	2
row436	0.8745098039215686	215	2
row437	0.8705882352941177	216	2
row438	0.8627450980392157	217	2
row439	0.8549019607843137	218	2
row440	0.8549019607843137	219	2
row441	0.8627450980392157	220	2
row442	0.8470588235294118	221	2
row443	0.7098039215686275	1	3
row444	0.7176470588235294	2	3
row445	0.7098039215686275	3	3
row446	0.7137254901960784	4	3
row447	0.7137254901960784	5	3
row448	0.7137254901960784	6	3
row449	0.7098039215686275	7	3
row450	0.7098039215686275	8	3
row451	0.7137254901960784	9	3
row452	0.7137254901960784	10	3
row453	0.7098039215686275	11	3
row454	0.7137254901960784	12	3
row455	0.7137254901960784	13	3
row456	0.7137254901960784	14	3
row457	0.7137254901960784	15	3
row458	0.7176470588235294	16	3
row459	0.7215686274509804	17	3
row460	0.7215686274509804	18	3
row461	0.7215686274509804	19	3
row462	0.7215686274509804	20	3
row463	0.7215686274509804	21	3
row464	0.7176470588235294	22	3
row465	0.7254901960784313	23	3
row466	0.7254901960784313	24	3
row467	0.7215686274509804	25	3
row468	0.7254901960784313	26	3
row469	0.7294117647058823	27	3
row470	0.7215686274509804	28	3
row471	0.7254901960784313	29	3
row472	0.7254901960784313	30	3
row473	0.7254901960784313	31	3
row474	0.7294117647058823	32	3
row475	0.7254901960784313	33	3
row476	0.7294117647058823	34	3
row477	0.7333333333333333	35	3
row478	0.7333333333333333	36	3
row479	0.7254901960784313	37	3
row480	0.7333333333333333	38	3
row481	0.7254901960784313	39	3
row482	0.7333333333333333	40	3
row483	0.7333333333333333	41	3
row484	0.7215686274509804	42	3
row485	0.6941176470588235	43	3
row486	0.6745098039215687	44	3
row487	0.6666666666666666	45	3
row488	0.6705882352941176	46	3
row489	0.6705882352941176	47	3
row490	0.6705882352941176	48	3
row491	0.6509803921568628	49	3
row492	0.6392156862745098	50	3
row493	0.6274509803921569	51	3
row494	0.6313725490196078	52	3
row495	0.6352941176470588	53	3
row496	0.6392156862745098	54	3
row497	0.6352941176470588	55	3
row498	0.6313725490196078	56	3
row499	0.6392156862745098	57	3
row500	0.6392156862745098	58	3
row501	0.6235294117647059	59	3
row502	0.6509803921568628	60	3
row503	0.6509803921568628	61	3
row504	0.6352941176470588	62	3
row505	0.6509803921568628	63	3
row506	0.5764705882352941	64	3
row507	0.44313725490196076	65	3
row508	0.33725490196078434	66	3
row509	0.23137254901960785	67	3
row510	0.2	68	3
row511	0.2	69	3
row512	0.20784313725490197	70	3
row513	0.21176470588235294	71	3
row514	0.1803921568627451	72	3
row515	0.15294117647058825	73	3
row516	0.1450980392156863	74	3
row517	0.1411764705882353	75	3
row518	0.21568627450980393	76	3
row519	0.2	77	3
row520	0.19607843137254902	78	3
row521	0.17647058823529413	79	3
row522	0.1568627450980392	80	3
row523	0.1450980392156863	81	3
row524	0.15294117647058825	82	3
row525	0.17647058823529413	83	3
row526	0.12156862745098039	84	3
row527	0.14901960784313725	85	3
row528	0.15294117647058825	86	3
row529	0.14901960784313725	87	3
row530	0.16862745098039217	88	3
row531	0.17254901960784313	89	3
row532	0.1450980392156863	90	3
row533	0.1568627450980392	91	3
row534	0.12549019607843137	92	3
row535	0.11372549019607843	93	3
row536	0.10588235294117647	94	3
row537	0.10980392156862745	95	3
row538	0.10980392156862745	96	3
row539	0.09411764705882353	97	3
row540	0.07058823529411765	98	3
row541	0.09019607843137255	99	3
row542	0.06666666666666667	100	3
row543	0.09019607843137255	101	3
row544	0.06274509803921569	102	3
row545	0.08627450980392157	103	3
row546	0.09803921568627451	104	3
row547	0.12156862745098039	105	3
row548	0.09019607843137255	106	3
row549	0.11372549019607843	107	3
row550	0.12549019607843137	108	3
row551	0.08235294117647059	109	3
row552	0.0784313725490196	110	3
row553	0.050980392156862744	111	3
row554	0.0392156862745098	112	3
row555	0.058823529411764705	113	3
row556	0.08235294117647059	114	3
row557	0.03137254901960784	115	3
row558	0.03137254901960784	116	3
row559	0.06666666666666667	117	3
row560	0.054901960784313725	118	3
row561	0.0196078431372549	119	3
row562	0.03529411764705882	120	3
row563	0.07058823529411765	121	3
row564	0.054901960784313725	122	3
row565	0.12941176470588237	123	3
row566	0.18823529411764706	124	3
row567	0.21176470588235294	125	3
row568	0.25882352941176473	126	3
row569	0.2235294117647059	127	3
row570	0.16470588235294117	128	3
row571	0.09411764705882353	129	3
row572	0.09411764705882353	130	3
row573	0.08235294117647059	131	3
row574	0.08235294117647059	132	3
row575	0.07058823529411765	133	3
row576	0.13333333333333333	134	3
row577	0.16862745098039217	135	3
row578	0.17254901960784313	136	3
row579	0.22745098039215686	137	3
row580	0.2	138	3
row581	0.19607843137254902	139	3
row582	0.23921568627450981	140	3
row583	0.19607843137254902	141	3
row584	0.1803921568627451	142	3
row585	0.16862745098039217	143	3
row586	0.12549019607843137	144	3
row587	0.10980392156862745	145	3
row588	0.08235294117647059	146	3
row589	0.07450980392156863	147	3
row590	0.07058823529411765	148	3
row591	0.054901960784313725	149	3
row592	0.06666666666666667	150	3
row593	0.050980392156862744	151	3
row594	0.050980392156862744	152	3
row595	0.047058823529411764	153	3
row596	0.03137254901960784	154	3
row597	0.054901960784313725	155	3
row598	0.054901960784313725	156	3
row599	0.07058823529411765	157	3
row600	0.07058823529411765	158	3
row601	0.06666666666666667	159	3
row602	0.0784313725490196	160	3
row603	0.09411764705882353	161	3
row604	0.058823529411764705	162	3
row605	0.054901960784313725	163	3
row606	0.0392156862745098	164	3
row607	0.0392156862745098	165	3
row608	0.07450980392156863	166	3
row609	0.08235294117647059	167	3
row610	0.11372549019607843	168	3
row611	0.1803921568627451	169	3
row612	0.12549019607843137	170	3
row613	0.13725490196078433	171	3
row614	0.1568627450980392	172	3
row615	0.17254901960784313	173	3
row616	0.17254901960784313	174	3
row617	0.1843137254901961	175	3
row618	0.19607843137254902	176	3
row619	0.19607843137254902	177	3
row620	0.21176470588235294	178	3
row621	0.23137254901960785	179	3
row622	0.21176470588235294	180	3
row623	0.23137254901960785	181	3
row624	0.2196078431372549	182	3
row625	0.19607843137254902	183	3
row626	0.20784313725490197	184	3
row627	0.27450980392156865	185	3
row628	0.3764705882352941	186	3
row629	0.3843137254901961	187	3
row630	0.3843137254901961	188	3
row631	0.4470588235294118	189	3
row632	0.4588235294117647	190	3
row633	0.4549019607843137	191	3
row634	0.4392156862745098	192	3
row635	0.43137254901960786	193	3
row636	0.43529411764705883	194	3
row637	0.5019607843137255	195	3
row638	0.5764705882352941	196	3
row639	0.6039215686274509	197	3
row640	0.592156862745098	198	3
row641	0.807843137254902	199	3
row642	0.9568627450980393	200	3
row643	0.8509803921568627	201	3
row644	0.8117647058823529	202	3
row645	0.8392156862745098	203	3
row646	0.9215686274509803	204	3
row647	0.9529411764705882	205	3
row648	0.9176470588235294	206	3
row649	0.8666666666666667	207	3
row650	0.8313725490196079	208	3
row651	0.807843137254902	209	3
row652	0.8196078431372549	210	3
row653	0.8352941176470589	211	3
row654	0.8470588235294118	212	3
row655	0.8745098039215686	213	3
row656	0.8941176470588236	214	3
row657	0.8941176470588236	215	3
row658	0.8823529411764706	216	3
row659	0.8745098039215686	217	3
row660	0.8627450980392157	218	3
row661	0.8627450980392157	219	3
row662	0.8470588235294118	220	3
row663	0.8392156862745098	221	3
row664	0.7176470588235294	1	4
row665	0.7098039215686275	2	4
row666	0.7098039215686275	3	4
row667	0.7137254901960784	4	4
row668	0.7098039215686275	5	4
row669	0.7137254901960784	6	4
row670	0.7058823529411765	7	4
row671	0.7098039215686275	8	4
row672	0.7137254901960784	9	4
row673	0.7137254901960784	10	4
row674	0.7137254901960784	11	4
row675	0.7137254901960784	12	4
row676	0.7176470588235294	13	4
row677	0.7176470588235294	14	4
row678	0.7137254901960784	15	4
row679	0.7215686274509804	16	4
row680	0.7333333333333333	17	4
row681	0.7254901960784313	18	4
row682	0.7254901960784313	19	4
row683	0.7215686274509804	20	4
row684	0.7254901960784313	21	4
row685	0.7215686274509804	22	4
row686	0.7254901960784313	23	4
row687	0.7254901960784313	24	4
row688	0.7254901960784313	25	4
row689	0.7254901960784313	26	4
row690	0.7294117647058823	27	4
row691	0.7215686274509804	28	4
row692	0.7254901960784313	29	4
row693	0.7294117647058823	30	4
row694	0.7333333333333333	31	4
row695	0.7254901960784313	32	4
row696	0.7294117647058823	33	4
row697	0.7294117647058823	34	4
row698	0.7254901960784313	35	4
row699	0.7294117647058823	36	4
row700	0.7294117647058823	37	4
row701	0.7294117647058823	38	4
row702	0.7333333333333333	39	4
row703	0.7294117647058823	40	4
row704	0.7333333333333333	41	4
row705	0.7372549019607844	42	4
row706	0.7176470588235294	43	4
row707	0.7019607843137254	44	4
row708	0.6745098039215687	45	4
row709	0.6705882352941176	46	4
row710	0.6705882352941176	47	4
row711	0.6745098039215687	48	4
row712	0.6666666666666666	49	4
row713	0.6588235294117647	50	4
row714	0.6392156862745098	51	4
row715	0.6313725490196078	52	4
row716	0.6235294117647059	53	4
row717	0.6352941176470588	54	4
row718	0.6392156862745098	55	4
row719	0.6352941176470588	56	4
row720	0.6313725490196078	57	4
row721	0.6431372549019608	58	4
row722	0.6352941176470588	59	4
row723	0.6274509803921569	60	4
row724	0.6392156862745098	61	4
row725	0.6313725490196078	62	4
row726	0.6549019607843137	63	4
row727	0.6627450980392157	64	4
row728	0.6392156862745098	65	4
row729	0.596078431372549	66	4
row730	0.49411764705882355	67	4
row731	0.36470588235294116	68	4
row732	0.2627450980392157	69	4
row733	0.2196078431372549	70	4
row734	0.22745098039215686	71	4
row735	0.19215686274509805	72	4
row736	0.20392156862745098	73	4
row737	0.20784313725490197	74	4
row738	0.23529411764705882	75	4
row739	0.18823529411764706	76	4
row740	0.23137254901960785	77	4
row741	0.20784313725490197	78	4
row742	0.17647058823529413	79	4
row743	0.1803921568627451	80	4
row744	0.1607843137254902	81	4
row745	0.1607843137254902	82	4
row746	0.1450980392156863	83	4
row747	0.10588235294117647	84	4
row748	0.1411764705882353	85	4
row749	0.1450980392156863	86	4
row750	0.12156862745098039	87	4
row751	0.14901960784313725	88	4
row752	0.12156862745098039	89	4
row753	0.12941176470588237	90	4
row754	0.12941176470588237	91	4
row755	0.10980392156862745	92	4
row756	0.13725490196078433	93	4
row757	0.09803921568627451	94	4
row758	0.09803921568627451	95	4
row759	0.09411764705882353	96	4
row760	0.08627450980392157	97	4
row761	0.0784313725490196	98	4
row762	0.0784313725490196	99	4
row763	0.08627450980392157	100	4
row764	0.10980392156862745	101	4
row765	0.06666666666666667	102	4
row766	0.09019607843137255	103	4
row767	0.08235294117647059	104	4
row768	0.0784313725490196	105	4
row769	0.054901960784313725	106	4
row770	0.054901960784313725	107	4
row771	0.07450980392156863	108	4
row772	0.08627450980392157	109	4
row773	0.09411764705882353	110	4
row774	0.08235294117647059	111	4
row775	0.09411764705882353	112	4
row776	0.07450980392156863	113	4
row777	0.06666666666666667	114	4
row778	0.03137254901960784	115	4
row779	0.047058823529411764	116	4
row780	0.047058823529411764	117	4
row781	0.043137254901960784	118	4
row782	0.047058823529411764	119	4
row783	0.023529411764705882	120	4
row784	0.0392156862745098	121	4
row785	0.03137254901960784	122	4
row786	0.09019607843137255	123	4
row787	0.1843137254901961	124	4
row788	0.24705882352941178	125	4
row789	0.23921568627450981	126	4
row790	0.2196078431372549	127	4
row791	0.17254901960784313	128	4
row792	0.09803921568627451	129	4
row793	0.10980392156862745	130	4
row794	0.07058823529411765	131	4
row795	0.07450980392156863	132	4
row796	0.09411764705882353	133	4
row797	0.10980392156862745	134	4
row798	0.12156862745098039	135	4
row799	0.1803921568627451	136	4
row800	0.20392156862745098	137	4
row801	0.20392156862745098	138	4
row802	0.19215686274509805	139	4
row803	0.20784313725490197	140	4
row804	0.21176470588235294	141	4
row805	0.19215686274509805	142	4
row806	0.19215686274509805	143	4
row807	0.1607843137254902	144	4
row808	0.16470588235294117	145	4
row809	0.09411764705882353	146	4
row810	0.10196078431372549	147	4
row811	0.0784313725490196	148	4
row812	0.08627450980392157	149	4
row813	0.10588235294117647	150	4
row814	0.08235294117647059	151	4
row815	0.06274509803921569	152	4
row816	0.047058823529411764	153	4
row817	0.0392156862745098	154	4
row818	0.0392156862745098	155	4
row819	0.054901960784313725	156	4
row820	0.07058823529411765	157	4
row821	0.06666666666666667	158	4
row822	0.08627450980392157	159	4
row823	0.13725490196078433	160	4
row824	0.1803921568627451	161	4
row825	0.08235294117647059	162	4
row826	0.09411764705882353	163	4
row827	0.08627450980392157	164	4
row828	0.06666666666666667	165	4
row829	0.058823529411764705	166	4
row830	0.09019607843137255	167	4
row831	0.18823529411764706	168	4
row832	0.19215686274509805	169	4
row833	0.1411764705882353	170	4
row834	0.1568627450980392	171	4
row835	0.16470588235294117	172	4
row836	0.1803921568627451	173	4
row837	0.1803921568627451	174	4
row838	0.1843137254901961	175	4
row839	0.19607843137254902	176	4
row840	0.2	177	4
row841	0.21568627450980393	178	4
row842	0.2196078431372549	179	4
row843	0.21176470588235294	180	4
row844	0.2235294117647059	181	4
row845	0.2235294117647059	182	4
row846	0.22745098039215686	183	4
row847	0.21568627450980393	184	4
row848	0.2823529411764706	185	4
row849	0.3568627450980392	186	4
row850	0.4	187	4
row851	0.4	188	4
row852	0.44313725490196076	189	4
row853	0.4588235294117647	190	4
row854	0.4666666666666667	191	4
row855	0.45098039215686275	192	4
row856	0.4470588235294118	193	4
row857	0.44313725490196076	194	4
row858	0.4549019607843137	195	4
row859	0.5647058823529412	196	4
row860	0.6039215686274509	197	4
row861	0.611764705882353	198	4
row862	0.9137254901960784	199	4
row863	0.9294117647058824	200	4
row864	0.803921568627451	201	4
row865	0.8745098039215686	202	4
row866	0.9411764705882353	203	4
row867	0.9215686274509803	204	4
row868	0.8666666666666667	205	4
row869	0.8392156862745098	206	4
row870	0.8274509803921568	207	4
row871	0.8235294117647058	208	4
row872	0.8313725490196079	209	4
row873	0.8627450980392157	210	4
row874	0.8784313725490196	211	4
row875	0.8901960784313725	212	4
row876	0.8980392156862745	213	4
row877	0.8980392156862745	214	4
row878	0.8941176470588236	215	4
row879	0.8823529411764706	216	4
